pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
ASB_ARB_20060217.0003-24-4,ASB_ARB_20060217.0003,24,real,"Particularly , the STEG has experienced progress at all levels , which made it a pioneer and a star at the national and international levels .","In particular , Stag 's development on all levels attracted profound consideration , nationally and internationally .","particularly , the steg have experience progress at all level , which make it a pioneer and a star at the national and international level .","in particular , stag 's development on all level attract profound consideration , nationally and internationally .",0.8387096774193549,25-16 8-7 9-8 21-13 23-15 6-5 0-1 22-14 1-2 ,{},{},{},{},{},{},{}
groups.google.com_kholoudalrouh_c53489b6b668d438_ARB_20060217_083000-123-1,groups.google.com_kholoudalrouh_c53489b6b668d438_ARB_20060217_083000,123,real,The time for prayer in this hour of need was gone ...,The time to appeal had long gone .,the time for prayer in this hour of need be go ...,the time to appeal have long go .,0.8235294117647058,0-0 1-1 10-6 ,{},{},{},{},{},{},{}
chtb_092-5-13,chtb_092,5,real,"916,000 people of the entire province have solved the problems of getting themselves properly fed and clad during the entire year .",Altogether 9160 thousand of the provincial population resolved the problem of insufficient food and clothes .,"916,000 people of the entire province have solve the problem of get themselves properly feed and clothe during the entire year .",altogether 9160 thousand of the provincial population resolve the problem of insufficient food and clothes .,0.8148148148148149,21-15 8-8 9-9 10-10 2-3 3-4 7-7 16-14 14-12 5-5 1-6 15-13 ,{},{},{},{},{},{},{}
cmn-NG-4-76555-7414274-7-2,cmn-NG-4-76555-7414274,7,real,"This could n't but make me wonder , to whom do we really owe a duty in education ?","I just can not help lamenting , to whom is education responsible ?","this could n't but make me wonder , to whom do we really owe a duty in education ?","i just can not help lamenting , to whom be education responsible ?",0.8148148148148149,18-12 7-6 8-7 9-8 17-10 10-9 ,{},{},{},{},{},{},{}
news-C:2619,news-C:2619,,test,"IAC 's stock closed yesterday down $ 2.81 , or 7.6 percent , at $ 34.19 .","InterActiveCorp 's shares closed at $ 34.19 , down $ 2.81 , or 7.6 percent on the Nasdaq Stock Market .","iac 's stock close yesterday down $ 2.81 , or 7.6 percent , at $ 34.19 .","interactivecorp 's share close at $ 34.19 , down $ 2.81 , or 7.6 percent on the nasdaq stock market .",0.38095238095238093,16-20 5-8 6-9 7-10 8-11 9-12 10-13 11-14 13-4 14-5 15-6 2-2 3-3 1-1 ,{},{},{},1-1 2-2 3-3 5-8 6-9 7-10 8-11 9-12 10-13 11-14 13-4 14-5 15-6 16-20 ,0-0 ,{},{}
news-C:2141,news-C:2141,,test,"Congress twice passed partial birth bans , but former President Bill Clinton -LRB- news - web sites -RRB- , citing the need for a health exception , vetoed both measures .","Congress passed the measure twice and President Bill Clinton -lrb- news - web sites -rrb- , citing the lack of a health exception , vetoed it .","congress twice pass partial birth ban , but former president bill clinton -lrb- news - web sit -rrb- , cite the need for a health exception , vetoed both measure .","congress pass the measure twice and president bill clinton -lrb- news - web sit -rrb- , cite the lack of a health exception , veto it .",0.4117647058823529,30-26 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 23-20 24-21 25-22 26-23 2-1 0-0 21-18 29-3 28-2 27-24 1-4 ,{},{},{},0-0 1-4 2-1 7-5 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 21-18 22-19 23-20 24-21 25-22 26-23 27-24 ,3-3 4-3 5-3 28-25 29-25 ,{},{}
news-C:1010,news-C:1010,,test,the department also sent water and soil samples to the state health laboratory .,water samples are being sent to the state health department for analysis .,the department also send water and soil sample to the state health laboratory .,water sample be be send to the state health department for analysis .,0.4375,13-12 8-5 9-6 10-7 11-8 1-9 4-0 7-1 3-4 ,{},{},{},4-0 7-1 8-5 9-6 10-7 11-8 12-9 13-12 ,3-2 3-3 3-4 ,{},{}
XIN20020402.0173-3-4,XIN20020402.0173,3,real,"He also emphasized that U.S. should carry out her own function . In addition , U.S. must treat Palestine and Israel equally .",He stressed as well that the US should give equal footing to the two sides and fulfill its own responsibilities .,"he also emphasize that u.s. should carry out her own function . in addition , u.s. must treat palestine and israel equally .",he stress as well that the u should give equal footing to the two side and fulfill it own responsibility .,0.8285714285714285,22-20 2-1 0-0 1-3 10-19 9-18 4-6 21-9 5-7 ,{},{},{},{},{},{},{}
BBC_URD_20070719.0023-3-1,BBC_URD_20070719.0023,3,real,"However , people who suffer severe nervous tension occasionally , for example long distance runners , can have 50 % lesser chance of contracting disease because of chill .","However , the dose can minimize the possibility of sickness by 50 percent among people whose bodies are under stress , such as marathon participants .","however , people who suffer severe nervous tension occasionally , for example long distance runner , can have 50 % less chance of contract disease because of chill .","however , the dose can minimize the possibility of sickness by 50 percent among people whose body be under stress , such a marathon participant .",0.8372093023255813,28-25 0-0 1-1 21-7 24-9 18-11 19-12 2-14 7-19 22-8 25-10 ,{},{},{},{},{},{},{}
ZBN19981011_0106-10-35,ZBN19981011_0106,10,real,"For this reason , the Youth League is calling on the Malaysian people to wholeheartedly resist foreign attempts to sabotage state tranquility .","Therefore , the NFYL calls upon the nation to protect the national peace and security from the damage of foreigners .","for this reason , the youth league be call on the malaysian people to wholeheartedly resist foreign attempt to sabotage state tranquility .","therefore , the nfyl call upon the nation to protect the national peace and security from the damage of foreigner .",0.8529411764705882,22-20 3-1 4-2 12-7 10-6 16-19 19-17 8-4 20-11 13-8 ,{},{},{},{},{},{},{}
ZBN20020322.0002-4-5,ZBN20020322.0002,4,real,Pyongyang was covered with a layer of yellowish sand from early morning .,"Since the morning , the whole Pyongyang was shielded in brown yellow dirt .",pyongyang be cover with a layer of yellowish sand from early morning .,"since the morning , the whole pyongyang be shield in brown yellow dirt .",0.8181818181818181,12-13 0-6 1-7 11-2 7-11 ,{},{},{},{},{},{},{}
urd-WL-80-174265-7519426-23-0,urd-WL-80-174265-7519426,23,real,These things have neither any religious or judicial nor any moral justification .,Such nonsense neither can legally be justified nor morally .,these thing have neither any religious or judicial nor any moral justification .,such nonsense neither can legally be justify nor morally .,0.8421052631578947,12-9 10-8 11-6 3-2 ,{},{},{},{},{},{},{}
urd-WL-12-174261-7562250-13-4,urd-WL-12-174261-7562250,13,real,The belongings of these girls were loaded on trucks and disposed off in various wasteland .,"Student property was thrown in a different deserted location , transported by truck .",the belonging of these girl be load on truck and dispose off in various wasteland .,"student property be throw in a different desert location , transport by truck .",0.8461538461538461,15-13 8-12 13-6 14-7 ,{},{},{},{},{},{},{}
news-C:2672,news-C:2672,,test,"three such vigilante-style attacks forced the hacker organizer , who identified himself only as '' Eleonora67 '' , to extend the contest until 6 p.m. EDT Sunday .","three such vigilante-style attacks forced the hacker organizer , who identified himself only as '' Eleonora[67] '' , to extend the contest until 3 p.m. Arizona time Sunday .","three such vigilante-style attack force the hacker organizer , who identify himself only a '' eleonora67 '' , to extend the contest until 6 p.m. edt sunday .","three such vigilante-style attack force the hacker organizer , who identify himself only a '' eleonora [ 67 ] '' , to extend the contest until 3 p.m. arizona time sunday .",0.3125,27-31 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 16-19 17-20 18-21 19-22 20-23 21-24 22-25 26-30 24-27 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 16-17 17-18 18-19 19-20 20-21 21-22 22-23 24-25 26-28 ,23-24 25-26 25-27 ,{},{}
urd-WL-90-174283-7720336-33-0,urd-WL-90-174283-7720336,33,real,So this meeting has disturbed many people !,"This meeting , therefore , has become a matter of concern for some friends .",so this meeting have disturb many people !,"this meeting , therefore , have become a matter of concern for some friend .",0.8421052631578947,7-14 1-0 2-1 4-10 ,{},{},{},{},{},{},{}
groups.google.com_greenpartycn_b07aeae684cbc1b7_CMN_20060209_051800-26-0,groups.google.com_greenpartycn_b07aeae684cbc1b7_CMN_20060209_051800,26,real,"This period was characterized by fiefdoms , namely land fiefdoms .","Those ages featured the feudal system , i.e . land holding .","this period be characterize by fiefdom , namely land fiefdom .","those age feature the feudal system , i.e . land hold .",0.8333333333333334,10-11 8-9 ,{},{},{},{},{},{},{}
news-C:2291,news-C:2291,,test,similar bills passed the House twice but died in the Senate .,"two years ago , the House passed a similar version that floundered in the Senate .",similar bill pass the house twice but die in the senate .,"two year ago , the house pass a similar version that flounder in the senate .",0.631578947368421,11-15 8-12 9-13 10-14 3-4 4-5 2-6 0-8 ,{},{},{},0-8 2-6 3-4 4-5 7-11 8-12 9-13 10-14 11-15 ,1-9 ,{},{}
XIN20030106.0003-8-4,XIN20030106.0003,8,real,"Sri Lanka military has proposed to disarm the LTTE as a condition for resettling Tamils , but the LTTE said such condition is neither 'acceptable nor realistic ' .","Sri Lanka government troops regard disarmament as precondition of reallocation of Tamils , but the Tigers call this precondition as `` unacceptable and unrealistic ''","sri lanka military have propose to disarm the ltte a a condition for resettle tamil , but the ltte say such condition be neither 'acceptable nor realistic ' .","sri lanka government troop regard disarmament a precondition of reallocation of tamil , but the tiger call this precondition a `` unacceptable and unrealistic ''",0.825,14-11 15-12 16-13 17-14 0-0 1-1 11-7 10-6 2-3 8-15 21-18 25-21 27-23 6-5 26-22 20-17 ,{},{},{},{},{},{},{}
urd-WL-70-166999-7483775-26-2,urd-WL-70-166999-7483775,26,real,He replied that for that we had to get naked .,He asked me to take off all of my clothes so that I would be nude .,he reply that for that we have to get naked .,he ask me to take off all of my clothes so that i would be nude .,0.8260869565217391,10-16 8-4 9-15 7-3 ,{},{},{},{},{},{},{}
news-C:2150,news-C:2150,,test,"the main change , said Jim Walton , CNN 's president , is a fundamental shift in the way CNN collects its news .","the main change , said CNN president Jim Walton , was a fundamental shift in the way the network collected its news .","the main change , say jim walton , cnn 's president , be a fundamental shift in the way cnn collect it news .","the main change , say cnn president jim walton , be a fundamental shift in the way the network collect it news .",0.09523809523809523,23-22 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 0-0 1-1 2-2 3-3 4-4 20-19 21-20 22-21 5-7 6-8 8-5 10-6 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-7 6-8 8-5 10-6 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 20-19 21-20 22-21 23-22 ,19-18 ,{},{}
ZBN20020321.0004-9-2,ZBN20020321.0004,9,real,"South Korea also has 650,000 soldiers .",There are 650 thousand of soldiers and officers in the South .,"south korea also have 650,000 soldier .",there be 650 thousand of soldier and officer in the south .,0.8125,6-11 0-10 5-5 ,{},{},{},{},{},{},{}
news-C:1576,news-C:1576,,test,the panel ordered the Commerce Department to issue revised figures for the duties within 60 days .,it called on the Commerce Department to respond within 60 days .,the panel order the commerce department to issue revise figure for the duty within 60 day .,it call on the commerce department to respond within 60 day .,0.5789473684210527,16-11 3-3 4-4 5-5 6-6 13-8 14-9 15-10 ,{},{},{},2-1 2-2 3-3 4-4 5-5 6-6 13-8 14-9 15-10 16-11 ,0-0 1-0 7-7 8-7 9-7 10-7 11-7 12-7 ,{},{}
news-C:2493,news-C:2493,,test,Mr. Rowland attended a party in South Windsor for the families of Connecticut National Guard soldiers called to active duty .,Rowland was making an appearance at a holiday party for families of Connecticut National Guard soldiers assigned to duty in Iraq and Afghanistan .,mr. rowland attend a party in south windsor for the family of connecticut national guard soldier call to active duty .,rowland be make an appearance at a holiday party for family of connecticut national guard soldier assign to duty in iraq and afghanistan .,0.5483870967741935,20-23 10-10 11-11 12-12 13-13 14-14 15-15 4-8 3-6 1-0 19-18 8-9 17-17 ,{},{},{},0-0 1-0 2-1 2-2 2-3 2-4 2-5 3-6 4-8 8-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 19-18 20-23 ,{},{},{}
chtb_290-6-34,chtb_290,6,real,"Military politics and the union of military and civilian should be reinforced , in an effort to breathe together , share a common fortune heart by heart .",To achieve the goal that the military and the nation breath with the same heart and chose the same fate .,"military politics and the union of military and civilian should be reinforce , in an effort to breathe together , share a common fortune heart by heart .",to achieve the goal that the military and the nation breath with the same heart and choose the same fate .,0.8181818181818181,27-20 6-6 7-7 3-8 17-10 24-14 23-19 ,{},{},{},{},{},{},{}
ZBN20040308.003-6-0,ZBN20040308.003,6,real,This kind of action obviously needs an all-round planning .,"However , such action still needs to be fully planned .",this kind of action obviously need an all-round planning .,"however , such action still need to be fully plan .",0.8333333333333334,9-10 5-5 3-3 8-9 ,{},{},{},{},{},{},{}
news-C:1110,news-C:1110,,test,"daughter Renee Jackson said she often made '' huge pots of , like , beans and rice with , like , meat and casseroles '' for the whole family .","their biological daughter Renee Jackson , 29 , said she made huge pots of beans and rice , and meat and casseroles .","daughter renee jackson say she often make '' huge pot of , like , bean and rice with , like , meat and casserole '' for the whole family .","their biological daughter renee jackson , 29 , say she make huge pot of bean and rice , and meat and casserole .",0.40740740740740744,29-22 0-2 1-3 2-4 8-11 9-12 10-13 14-14 15-15 16-16 21-19 22-20 23-21 3-8 4-9 6-10 ,{},{},{},0-2 1-3 2-4 3-8 4-9 6-10 8-11 9-12 10-13 14-14 15-15 16-16 21-19 22-20 23-21 29-22 ,{},{},{}
news-C:1893,news-C:1893,,test,"United said the new airline will expand next year to 40 Airbus A320 jets , each seating 156 passengers .","United said it the new airline use 40 jets , each seating 156 passengers .","unite say the new airline will expand next year to 40 airbus a320 jet , each seat 156 passenger .","unite say it the new airline use 40 jet , each seat 156 passenger .",0.40909090909090906,19-14 13-8 14-9 15-10 16-11 17-12 18-13 2-3 3-4 4-5 0-0 1-1 10-7 ,{},{},{},0-0 1-1 2-3 3-4 4-5 10-7 13-8 14-9 15-10 16-11 17-12 18-13 19-14 ,5-6 6-6 7-6 8-6 9-6 ,{},{}
ZBN20020321.0001-6-4,ZBN20020321.0001,6,real,'Strip alerts ' refer to warplanes at ready-to-go condition that can take off at short notices .,Standby on the runway measures means the plane is standing by and can urgently take off at any time .,'strip alert ' refer to warplane at ready-to-go condition that can take off at short notice .,standby on the runway measure mean the plane be stand by and can urgently take off at any time .,0.8333333333333334,17-19 12-14 13-15 14-16 4-5 6-7 11-12 ,{},{},{},{},{},{},{}
VOA_URD_20070712.0011-10-4,VOA_URD_20070712.0011,10,real,"Hence , clearance of any suspected item is extremely difficult .",So it is difficult to import anything suspicious .,"hence , clearance of any suspected item be extremely difficult .",so it be difficult to import anything suspicious .,0.8235294117647058,10-8 9-3 7-2 5-7 ,{},{},{},{},{},{},{}
news-C:707,news-C:707,,test,"special , sensitive light sensors pick up the telltale glow , he said .",a sensitive light detector then looks for the telltale blue glow .,"special , sensitive light sensor pick up the telltale glow , he say .",a sensitive light detector then look for the telltale blue glow .,0.6842105263157895,13-11 2-1 3-2 7-7 8-8 9-10 4-3 ,{},{},{},2-1 3-2 4-3 7-7 8-8 9-10 13-11 ,0-0 5-5 5-6 6-5 6-6 ,{},{}
artb_560-8-32,artb_560,8,real,Hizbulla opened air defense fire against Israeli warplanes in south Lebanon late September .,Hizballah fired anti-aircraft rounds at Israeli planes at the end of September .,hizbulla open air defense fire against israeli warplane in south lebanon late september .,hizballah fire anti-aircraft round at israeli plane at the end of september .,0.8181818181818181,13-12 12-11 6-5 7-6 11-9 4-1 ,{},{},{},{},{},{},{}
urd-WL-82-174267-7534949-37-4,urd-WL-82-174267-7534949,37,real,What kind of grieves and mourn are this which please the entire nation ?,"The whole nation is happy about the `` sorrowful night , '' and `` condolence meeting . ''",what kind of grief and mourn be this which please the entire nation ?,"the whole nation be happy about the `` sorrowful night , '' and `` condolence meeting . ''",0.84,12-2 10-0 11-1 9-4 ,{},{},{},{},{},{},{}
urd-WL-80-174265-7519426-23-2,urd-WL-80-174265-7519426,23,real,These things have neither any religious or judicial nor any moral justification .,"There is no reason for these ridiculous words , not only religious grounds , also for legal and moral reasons .",these thing have neither any religious or judicial nor any moral justification .,"there be no reason for these ridiculous word , not only religious ground , also for legal and moral reason .",0.8461538461538461,12-20 11-19 10-16 5-11 ,{},{},{},{},{},{},{}
VOM19981122_0900_1102-5-9,VOM19981122_0900_1102,5,real,"As of now , their whereabouts are unknown .","At present , no one knows the where about of these two .","a of now , their whereabouts be unknown .","at present , no one know the where about of these two .",0.8421052631578947,8-12 ,{},{},{},{},{},{},{}
urd-WL-80-174265-7496746-17-4,urd-WL-80-174265-7496746,17,real,"Up to 2:30 AM , I kept on studying in this situation .",I studied until 2:30am under those conditions .,"up to 2:30 be , i keep on study in this situation .",i study until 2:30am under those condition .,0.8333333333333334,12-8 2-3 8-1 11-7 9-5 3-4 ,{},{},{},{},{},{},{}
VOM19981122_0900_1102-5-31,VOM19981122_0900_1102,5,real,"At present , there is no information about the two men .",So far their whereabouts is still unclear .,"at present , there be no information about the two men .",so far their whereabouts be still unclear .,0.8888888888888888,11-7 ,{},{},{},{},{},{},{}
news-C:1756,news-C:1756,,test,"'' she was crying and scared '' , said Isa Yasin , the owner of the store .","'' she was crying and she was really scared '' , said Yasin .","'' she be cry and scared '' , say isa yasin , the owner of the store .","'' she be cry and she be really scared '' , say yasin .",0.375,17-13 0-0 1-1 2-2 3-3 4-4 5-8 6-9 7-10 8-11 10-12 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-8 6-9 7-10 8-11 10-12 17-13 ,{},{},{}
news-C:2565,news-C:2565,,test,British police claim they have been taking statements from more than 30 of the women .,British military police have also been taking statements from 30 of the women who have made the allegations .,british police claim they have be take statement from more than 30 of the woman .,british military police have also be take statement from 30 of the woman who have make the allegation .,0.4285714285714286,15-18 5-5 6-6 7-7 8-8 11-9 12-10 13-11 14-12 1-2 0-0 2-17 4-3 ,{},{},{},0-0 1-2 4-3 5-5 6-6 7-7 8-8 11-9 12-10 13-11 14-12 15-18 ,{},{},{}
chtb_290-5-34,chtb_290,5,real,"All military forces shall provide reliable safeguards for reform , development , stability , actively participate in local economic construction , and work hard to promote prosperity of all nationals .",All the military should enhance the relationships between the government and the military and the relationships between the ordinary residents and the military .,"all military force shall provide reliable safeguard for reform , development , stability , actively participate in local economic construction , and work hard to promote prosperity of all national .",all the military should enhance the relationship between the government and the military and the relationship between the ordinary resident and the military .,0.8857142857142857,30-23 1-2 2-12 17-19 25-4 ,{},{},{},{},{},{},{}
ZBN19981111_0041-13-43,ZBN19981111_0041,13,real,Asian recovery was still at the early stage .,Asia 's still just beginning to recover from their own crisis .,asian recovery be still at the early stage .,asia 's still just begin to recover from their own crisis .,0.8947368421052632,8-11 3-2 0-0 1-6 ,{},{},{},{},{},{},{}
news-C:50,news-C:50,,test,"the delegates said raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations , bank accounts of terror-related organizations and money transfers .","bin Laden 's men pointed out that raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations , bank accounts of terror-related organizations and money transfers .","the delegate say raising and distributing fund have be complicate by the u.s. crackdown on jihadi charitable foundation , bank account of terror-related organization and money transfer .","bin laden 's men point out that raise and distribute fund have be complicate by the u.s. crackdown on jihadi charitable foundation , bank account of terror-related organization and money transfer .",0.37142857142857144,27-31 6-10 7-11 8-12 9-13 10-14 11-15 12-16 13-17 14-18 15-19 16-20 17-21 18-22 19-23 20-24 21-25 22-26 23-27 24-28 25-29 26-30 2-4 3-7 5-9 4-8 ,{},{},{},2-4 2-5 3-7 4-8 5-9 6-10 7-11 8-12 9-13 10-14 11-15 12-16 13-17 14-18 15-19 16-20 17-21 18-22 19-23 20-24 21-25 22-26 23-27 24-28 25-29 26-30 27-31 ,0-0 0-1 0-2 0-3 1-0 1-1 1-2 1-3 ,{},{}
urd-WL-12-174261-7433643-8-1,urd-WL-12-174261-7433643,8,real,The rat will do without tail .,Better half a loaf than none at all .,the rat will do without tail .,well half a loaf than none at all .,0.9333333333333333,6-8 ,{},{},{},{},{},{},{}
ZBN19981111_0041-6-18,ZBN19981111_0041,6,real,Most people guess the Board will favor another cut to stabilize the economy .,It was widely speculated that the Reserve would decide to reduce interest once more to keep the economy stable .,most people guess the board will favor another cut to stabilize the economy .,it be widely speculate that the reserve would decide to reduce interest once more to keep the economy stable .,0.8518518518518519,13-19 11-16 12-17 10-18 8-10 ,{},{},{},{},{},{},{}
urd-WL-80-174265-7519426-14-0,urd-WL-80-174265-7519426,14,real,"Such slanderous things , vulgar jokes and cheap discussions were there that it is impossible to reproduce them .",I am not able to quote the ghastly language used over there .,"such slanderous thing , vulgar joke and cheap discussion be there that it be impossible to reproduce them .",i be not able to quote the ghastly language use over there .,0.8518518518518519,18-12 ,{},{},{},{},{},{},{}
artb_047-4-39,artb_047,4,real,"Tunisian artists , including Al-Qarji , Jalal bin Abdullah , Ali Balagha and Naja Al-Mahdawi , are participating .","Painters from Tunisia will take part in this exhibition , among whom are al-Quardji , Djalal Benabdellah , Ali Bellagha , and Nadja al-Mahdaoui .","tunisian artist , include al-qarji , jalal bin abdullah , ali balagha and naja al-mahdawi , be participate .","painter from tunisia will take part in this exhibition , among whom be al-quardji , djalal benabdellah , ali bellagha , and nadja al-mahdaoui .",0.8484848484848485,18-24 9-17 10-18 0-2 1-0 6-15 5-14 ,{},{},{},{},{},{},{}
urd-WL-12-174278-7594552-13-1,urd-WL-12-174278-7594552,13,real,Medina 12 : The black seed unblocks the menstruation .,Madiana 13 : Klongi cures menopausal symptoms .,medina 12 : the black seed unblock the menstruation .,madiana 13 : klongi cure menopausal symptom .,0.8666666666666667,9-7 ,{},{},{},{},{},{},{}
urd-WL-11-174259-7756698-24-5,urd-WL-11-174259-7756698,24,real,Mi N Shu Tu shall lead the country .,Me In Shue will assume leadership of the government .,mi n shu tu shall lead the country .,me in shue will assume leadership of the government .,0.8823529411764706,8-9 2-2 5-5 ,{},{},{},{},{},{},{}
ALH20040227.001-2-2,ALH20040227.001,2,real,His suffering is beyond the scope of possibility .,His suffering exceeds his ability to endure .,his suffering be beyond the scope of possibility .,his suffer exceeds his ability to endure .,0.8571428571428572,8-7 1-1 7-4 0-0 ,{},{},{},{},{},{},{}
cmn-WL-8-89600-7821328-21-0,cmn-WL-8-89600-7821328,21,real,"If you talk about calling for a revolution again , you 'll have no way of avoiding the chop !","If you continue to create an uproar and try to revolt , you will be unavoidably killed !","if you talk about call for a revolution again , you 'll have no way of avoid the chop !","if you continue to create an uproar and try to revolt , you will be unavoidably kill !",0.8709677419354839,19-17 0-0 1-1 9-11 10-12 7-10 ,{},{},{},{},{},{},{}
news-C:1451,news-C:1451,,test,"in a major setback to consumers , a federal judge granted the government 's request Thursday to shut down a company that helps customers buy cheaper prescription drugs from Canada .","a federal judge Thursday granted a request by the Food and Drug Administration to shut down RX Depot , a popular Internet company that sells cheaper prescription drugs from Canada .","in a major setback to consumer , a federal judge grant the government 's request thursday to shut down a company that help customer buy cheap prescription drug from canada .","a federal judge thursday grant a request by the food and drug administration to shut down rx depot , a popular internet company that sell cheap prescription drug from canada .",0.4864864864864865,30-30 25-25 26-26 27-27 28-28 29-29 7-0 8-1 9-2 16-13 17-14 18-15 6-18 20-22 21-23 14-6 10-4 12-12 11-8 15-3 19-19 ,{},{},{},7-0 8-1 9-2 10-4 11-8 12-9 12-10 12-11 12-12 13-5 13-7 14-6 15-3 16-13 17-14 18-15 19-19 20-22 21-23 25-25 26-26 27-27 28-28 29-29 30-30 ,22-24 23-24 24-24 ,{},{}
VOA_URD_20070730.0014-5-3,VOA_URD_20070730.0014,5,real,Fatah is a political rival of Islamic movement Hamas .,The armed organization Hamas is considered to be Al Fath 's opposition party .,fatah be a political rival of islamic movement hamas .,the armed organization hamas be consider to be al fath 's opposition party .,0.85,9-13 8-3 0-9 ,{},{},{},{},{},{},{}
ZBN19981111_0041-6-19,ZBN19981111_0041,6,real,Most people guess the Board will favor another cut to stabilize the economy .,It is generally conjectured that the Federal Reserve will decide to drop interest rates again in order to maintain economic stability .,most people guess the board will favor another cut to stabilize the economy .,it be generally conjecture that the federal reserve will decide to drop interest rate again in order to maintain economic stability .,0.8666666666666667,13-21 10-20 12-19 ,{},{},{},{},{},{},{}
urd-WL-70-166999-7483775-29-3,urd-WL-70-166999-7483775,29,real,I said that he was a well-bred person and should remain within the ambit of decency .,"You are a sensitive fellow , please stay within your limits . ''",i say that he be a well-bred person and should remain within the ambit of decency .,"you be a sensitive fellow , please stay within your limit . ''",0.8461538461538461,16-11 4-1 5-2 11-8 10-7 ,{},{},{},{},{},{},{}
artb_045-6-4,artb_045,6,real,Angham is renowned for having a beautiful voice with a great range .,Angham distinguishes due to her intonation and accent .,angham be renowned for have a beautiful voice with a great range .,angham distinguishes due to her intonation and accent .,0.8947368421052632,12-8 0-0 ,{},{},{},{},{},{},{}
ZBN20020317.0003-13-2,ZBN20020317.0003,13,real,"However , Nasdaq 's advancer/decliner ratio is 6-5 .",But the American Auto Pricing stocks up and down rate is 6:5 .,"however , nasdaq 's advancer/decliner ratio be 6-5 .",but the american auto pricing stock up and down rate be 6:5 .,0.9,8-12 5-9 6-10 ,{},{},{},{},{},{},{}
news-C:402,news-C:402,,test,"at best , Davydenko 's supporters were naively ignorant of tennis etiquette ; at worst , they cheated - yet went without penality from umpire Lars Graf .","at best , Davydenko 's supporters were naively ignorant to tennis etiquette ; at worst , they cheated -- yet went unpenalised by umpire Lars Graf .","at best , davydenko 's supporter be naively ignorant of tennis etiquette ; at bad , they cheat - yet go without penality from umpire lars graf .","at best , davydenko 's supporter be naively ignorant to tennis etiquette ; at bad , they cheat -- yet go unpenalised by umpire lars graf .",0.30000000000000004,27-26 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 24-23 25-24 26-25 19-19 20-20 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-21 23-22 24-23 25-24 26-25 27-26 ,{},{},{}
ZBN20020321.0004-9-5,ZBN20020321.0004,9,real,"ROK has an army of 650,000 .",There are 650 thousand of soldiers and officers in the South .,"rok have an army of 650,000 .",there be 650 thousand of soldier and officer in the south .,0.8823529411764706,6-11 ,{},{},{},{},{},{},{}
news-C:1772,news-C:1772,,test,"'' we have found the smoking gun '' , investigating board member Scott Hubbard said .","'' we have found the smoking gun '' , said Hubbard , director of NASA 's Ames Research Center in California .","'' we have find the smoking gun '' , investigate board member scott hubbard say .","'' we have find the smoking gun '' , say hubbard , director of nasa 's ames research center in california .",0.5416666666666667,15-21 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 13-10 14-9 9-17 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 12-10 13-10 14-9 15-21 ,9-12 9-13 9-14 9-15 9-16 9-17 9-18 9-19 9-20 10-12 10-13 10-14 10-15 10-16 10-17 10-18 10-19 10-20 11-12 11-13 11-14 11-15 11-16 11-17 11-18 11-19 11-20 ,{},{}
VOM19981122_0900_1102-8-16,VOM19981122_0900_1102,8,real,The police detained these people to prevent this gathering .,Police started making arrests after they learned of the planned meeting .,the police detain these people to prevent this gathering .,police start make arrest after they learn of the planned meeting .,0.8421052631578947,9-11 1-0 2-3 8-10 ,{},{},{},{},{},{},{}
news-C:1945,news-C:1945,,test,the rebels suspended peace talks with the government April 21 citing a lack of progress .,the Liberation Tigers of Tamil Eelam suspended peace talks April 21 citing a lack of progress .,the rebel suspend peace talk with the government april 21 cite a lack of progress .,the liberation tiger of tamil eelam suspend peace talk april 21 cite a lack of progress .,0.368421052631579,15-16 8-9 9-10 10-11 11-12 12-13 13-14 14-15 2-6 3-7 4-8 ,{},{},{},0-0 1-1 1-2 1-3 1-4 1-5 2-6 3-7 4-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 ,{},{},{}
