pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,lengthDifference,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
ZBN19981111_0041-11-34,ZBN19981111_0041,11,HITInput,But she warned that the credit contraction phenomena still exists .,However She advised that loans will be harder for borrowers to obtain .,but she warn that the credit contraction phenomenon still exist .,however she advise that loan will be hard for borrower to obtain .,0.8571428571428572,2,10-12 2-2 5-4 1-1 3-3 8-0,,,,,,,
urd-NG-102-174502-11516146-post77-2-4,urd-NG-102-174502-11516146-post77,2,HITInput,Were they not aware of this crossing ?,Did n't they know about that place ?,be they not aware of this crossing ?,do n't they know about that place ?,0.8571428571428572,0,3-3 1-2 7-7,,,,,,,
artb_556-3-32,artb_556,3,HITInput,Report is according to Kuwait Stock market formal press release .,This was stated in the official report issued by the Kuwaiti currency exchange .,report be accord to kuwait stock market formal press release .,this be state in the official report issue by the kuwaiti currency exchange .,0.8571428571428572,3,4-10 10-13 0-6 7-5 9-7,,,,,,,
VOM19981115_0700_0898-14-14,VOM19981115_0700_0898,14,HITInput,"In places where there are barricades , residents carrying big batons are driving away hordes of strangers .",The citizens dispersed a lot of strangers with big sticks when they built the roadblock .,"in place where there be barricade , resident carry big baton be drive away horde of stranger .",the citizen disperse a lot of stranger with big stick when they build the roadblock .,0.8571428571428572,2,5-14 17-15 9-8 7-1 15-5 10-9 16-6,,,,,,,
urd-NG-102-174502-11516120-post214-5-3,urd-NG-102-174502-11516120-post214,5,HITInput,They beat us and we are n't even allowed to cry .,The powerful man beats and then does not let the victim weep .,they beat u and we be n't even allow to cry .,the powerful man beat and then do not let the victim weep .,0.8571428571428572,1,10-11 11-12 1-3 3-4 5-6 8-8 6-7,,,,,,,
groups.google.com_islamtoday_aa1eef62a60f4560_ARB_20060211_073400-34-2,groups.google.com_islamtoday_aa1eef62a60f4560_ARB_20060211_073400,34,HITInput,My regards and stay well .,"Greetings , and may you remain in good health .",my regard and stay well .,"greeting , and may you remain in good health .",0.8571428571428572,4,2-2 1-0 3-5 5-9 4-7,,,,,,,
ZBN19981130_0038-13-16,ZBN19981130_0038,13,HITInput,Obuchi will talk with Miyazawa in person .,Xio Zhen and Kong Zhe will meet .,obuchi will talk with miyazawa in person .,xio zhen and kong zhe will meet .,0.8571428571428572,0,7-7,,,,,,,
artb_047-4-1,artb_047,4,HITInput,"Amongst the artists , who will participate from Tunisia are al-Kargy , Galal ben Abdulla , Ali Balagha and Naga Al-Mahdawy .","The exhibition includes works by Tunisian painters such as Alqarji , Jalal bin Abdullah , Ali Blagha and Naja Almahdawi .","amongst the artist , who will participate from tunisia be al-kargy , galal ben abdulla , ali balagha and naga al-mahdawy .","the exhibition include work by tunisian painter such a alqarji , jalal bin abdullah , ali blagha and naja almahdawi .",0.8571428571428572,1,11-10 16-15 12-11 18-17 19-18 13-12 8-5 2-6 21-20 14-13 15-14,,,,,,,
urd-NG-102-174502-11516154-post58-3-1,urd-NG-102-174502-11516154-post58,3,HITInput,It should go this way or the other .,There should be a breakthrough now .,it should go this way or the other .,there should be a breakthrough now .,0.8571428571428572,2,8-6,,,,,,,
urd-WL-90-174283-7720336-26-5,urd-WL-90-174283-7720336,26,HITInput,It is confirmed with his new statement that he would no longer wear his uniform as president .,But because of the order that the President will have to take off the military uniform .,it be confirm with his new statement that he would no longer wear his uniform a president .,but because of the order that the president will have to take off the military uniform .,0.8571428571428572,1,14-15 17-16 16-7,,,,,,,
urd-WL-83-174268-11364087-post8-1-4,urd-WL-83-174268-11364087-post8,1,HITInput,Perhaps I got a lesser portion of acumen .,I think I have very little brains .,perhaps i get a less portion of acumen .,i think i have very little brain .,0.8571428571428572,1,8-7,,,,,,,
urd-NG-102-174502-11516154-post33-1-4,urd-NG-102-174502-11516154-post33,1,HITInput,Capabilities exist in abundance in this piece of land .,There is plenty of talent here .,capability exist in abundance in this piece of land .,there be plenty of talent here .,0.8571428571428572,3,3-2 9-6,,,,,,,
urd-WL-86-174276-11370266-post1-4-2,urd-WL-86-174276-11370266-post1,4,HITInput,You can also wish a happy Eid through verses of poetry that suit the occasion .,You can post Eid-related couplets as well .,you can also wish a happy eid through verse of poetry that suit the occasion .,you can post eid-related couplet as well .,0.8571428571428572,8,2-6 1-1 15-7 8-4 0-0 6-3,,,,,,,
urd-WL-86-174276-11370266-post1-4-2,urd-WL-86-174276-11370266-post1,4,HITInput,You can also wish a happy Eid through verses of poetry that suit the occasion .,You can post Eid-related couplets as well .,you can also wish a happy eid through verse of poetry that suit the occasion .,you can post eid-related couplet as well .,0.8571428571428572,8,2-6 1-1 15-7 8-4 0-0 6-3,,,,,,,
ZBN19981111_0041-11-43,ZBN19981111_0041,11,HITInput,But he warned that the retrenchment of loan still existed .,However She advised that loans will be harder for borrowers to obtain .,but he warn that the retrenchment of loan still exist .,however she advise that loan will be hard for borrower to obtain .,0.8571428571428572,2,10-12 2-2 8-0 3-3 7-4,,,,,,,
urd-NG-102-174502-11516146-post77-2-4,urd-NG-102-174502-11516146-post77,2,HITInput,Were they not aware of this crossing ?,Did n't they know about that place ?,be they not aware of this crossing ?,do n't they know about that place ?,0.8571428571428572,0,3-3 1-2 7-7,,,,,,,
urd-WL-70-166999-7483775-25-2,urd-WL-70-166999-7483775,25,HITInput,We got fed up of his boasting and made the mistake of asking about our fortune .,"He drew my attention with his boasts and , unfortunately , asked me to do something .",we get feed up of his boasting and make the mistake of ask about our fortune .,"he draw my attention with his boast and , unfortunately , ask me to do something .",0.8571428571428572,0,5-5 12-11 7-7 16-16 6-6 8-1,,,,,,,
urd-WL-76-174284-7596494-15-2,urd-WL-76-174284-7596494,15,HITInput,Who can be more just than God ?,There is no judge greater than Allah .,who can be more just than god ?,there be no judge great than allah .,0.8571428571428572,0,6-6 5-5,,,,,,,
urd-WL-83-174268-11364087-post8-1-4,urd-WL-83-174268-11364087-post8,1,HITInput,Perhaps I got a lesser portion of acumen .,I think I have very little brains .,perhaps i get a less portion of acumen .,i think i have very little brain .,0.8571428571428572,1,8-7,,,,,,,
XIN20020419.0094-4-0,XIN20020419.0094,4,HITInput,How does China comment on this ?,What are the comments of the Chinese Government ? '',how do china comment on this ?,what be the comment of the chinese government ? '',0.8571428571428572,3,2-6 3-3,,,,,,,
urd-NG-102-174502-11516154-post58-3-1,urd-NG-102-174502-11516154-post58,3,HITInput,It should go this way or the other .,There should be a breakthrough now .,it should go this way or the other .,there should be a breakthrough now .,0.8571428571428572,2,8-6,,,,,,,
ALH20040227.001-2-2,ALH20040227.001,2,HITInput,His suffering is beyond the scope of possibility .,His suffering exceeds his ability to endure .,his suffering be beyond the scope of possibility .,his suffer exceeds his ability to endure .,0.8571428571428572,1,1-1 8-7 0-0 7-4,,,,,,,
XIN20020417.0227-3-4,XIN20020417.0227,3,HITInput,"With the exception of the mixed doubles , all other individual events eliminated some seeded players .","Except for in mix double games , seed athletes began to be washed out in other games .","with the exception of the mixed double , all other individual event eliminate some seeded player .","except for in mix double game , seed athlete begin to be wash out in other game .",0.8571428571428572,1,15-8 2-0 5-3 16-17 6-4 14-7,,,,,,,
groups.google.com_greenpartycn_05a0a5b917a9b705_CMN_20060208_063400-18-2,groups.google.com_greenpartycn_05a0a5b917a9b705_CMN_20060208_063400,18,HITInput,Things at the very beginning should have warranted your reconsideration .,The beginning of the situation is worth your looking back and thinking about .,thing at the very begin should have warrant your reconsideration .,the beginning of the situation be worth your look back and think about .,0.8571428571428572,3,10-13 4-1,,,,,,,
urd-WL-11-174259-7756698-24-1,urd-WL-11-174259-7756698,24,HITInput,Yasuo Fukuda will run the government .,Mi N Shu Tu shall lead the country .,yasuo fukuda will run the government .,mi n shu tu shall lead the country .,0.8571428571428572,2,3-5 4-6 6-8,,,,,,,
XIN20020405.0176-8-4,XIN20020405.0176,8,HITInput,Karzai has dismissed concerns that Turkish troops might be dragged into unrest in areas outside Kabul .,Karzai said today that it is ununnecessary for Turkey to worry about involving int the new turbulences taking place out of Kabul .,karzai have dismiss concern that turkish troop might be drag into unrest in area outside kabul .,karzai say today that it be ununnecessary for turkey to worry about involve int the new turbulence take place out of kabul .,0.8571428571428572,6,11-16 0-0 16-22 5-8 3-10 15-21 13-18,,,,,,,
XIN20020324.0145-6-0,XIN20020324.0145,6,HITInput,"However , Tanjung denied all the above charges .",But Tandjung has denied such allegation .,"however , tanjung deny all the above charge .",but tandjung have deny such allegation .,0.8571428571428572,2,5-4 8-6 2-1 3-3 7-5,,,,,,,
urd-WL-11-174274-7483801-31-1,urd-WL-11-174274-7483801,31,HITInput,The one who won the heart so quickly .,She had a way of securing a place in people 's hearts pretty quickly as well .,the one who win the heart so quickly .,she have a way of secure a place in people 's heart pretty quickly as well .,0.8571428571428572,8,8-16 5-11 7-13,,,,,,,
chtb_225-5-32,chtb_225,5,HITInput,"The majority decision does not accept this division , and also terminates the entire peaceful project . ''","The national vote was against the Territory Division Plan , which meant the end of the Peace Plan .","the majority decision do not accept this division , and also terminate the entire peaceful project . ''","the national vote be against the territory division plan , which mean the end of the peace plan .",0.8571428571428572,1,15-8 11-13 7-7 14-16 16-18 12-5,,,,,,,
urd-WL-34-174270-7476673-2-0,urd-WL-34-174270-7476673,2,HITInput,Consciousness is nothing short of torture .,Being informed is also no less than a chastisement .,consciousness be nothing short of torture .,be inform be also no less than a chastisement .,0.8571428571428572,3,3-5 6-9,,,,,,,
artb_006-6-43,artb_006,6,HITInput,He went on to say : `` The form is irrelevant .,"`` Formalities '' , he continued , `` do not matter at all .",he go on to say : `` the form be irrelevant .,"`` formality '' , he continue , `` do not matter at all .",0.8571428571428572,2,0-4 1-5 6-0 11-13,,,,,,,
ZBN19981130_0038-6-24,ZBN19981130_0038,6,HITInput,"Outside resources said that after Miyazawa 's resignation , the Secretary-general Naida would work in his position .",Rumors have it that the Secretary General of the Liberal Party will replace Miyazawa .,"outside resource say that after miyazawa 's resignation , the secretary-general naida would work in his position .",rumor have it that the secretary general of the liberal party will replace miyazawa .,0.8571428571428572,3,5-13 9-4 17-14 13-10 10-5 10-6,,,,,,,
chtb_168-11-17,chtb_168,11,HITInput,"It is hoped that economic cooperation will further develop , which can bring fruitful results to both sides .",He hopes this co-operative relation will develop continually and make significant achievements .,"it be hop that economic cooperation will far develop , which can bring fruitful result to both side .",he hop this co-operative relation will develop continually and make significant achievement .,0.8571428571428572,6,2-1 5-3 18-12 12-9 8-6 6-5 14-11,,,,,,,
urd-WL-86-174276-11370234-post1-9-1,urd-WL-86-174276-11370234-post1,9,HITInput,Tell us what you think about this .,Please post your opinion on this issue .,tell u what you think about this .,please post your opinion on this issue .,0.8571428571428572,0,7-7,,,,,,,
CCTV4_NEWS3_CMN_20060217_075800_447_833.qrtr-62-0,CCTV4_NEWS3_CMN_20060217_075800_447_833.qrtr,62,HITInput,They do n't take this organization as a really crucial factor .,"They have not considered the group as % pw a , a key area .",they do n't take this organization a a really crucial factor .,"they have not consider the group a % pw a , a key area .",0.8571428571428572,3,5-5 11-14 6-6 9-12,,,,,,,
urd-WL-91-174285-7600094-22-0,urd-WL-91-174285-7600094,22,HITInput,People suffering from paralysis also go there !,A patient of paralyses also comes here .,people suffer from paralysis also go there !,a patient of paralysis also come here .,0.8571428571428572,0,5-5 3-3 4-4 7-7 6-6,,,,,,,
urd-WL-34-174270-7483871-24-5,urd-WL-34-174270-7483871,24,HITInput,He will never come back .,We never received any information about him until now .,he will never come back .,we never receive any information about him until now .,0.8571428571428572,4,2-1 5-9,,,,,,,
VOM19981122_0900_1102-5-26,VOM19981122_0900_1102,5,HITInput,No one knows where they are now .,So far their whereabouts is still unclear .,no one know where they be now .,so far their whereabouts be still unclear .,0.8571428571428572,0,7-7,,,,,,,
urd-WL-76-174284-7596494-18-5,urd-WL-76-174284-7596494,18,HITInput,A joyful noise has arisen in the season of sadness ...,At least the call of good news is heard during the season of sorrows .,a joyful noise have arise in the season of sadness ...,at least the call of good news be hear during the season of sorrow .,0.8571428571428572,4,6-10 5-9 8-12 9-13 7-11,,,,,,,
ZBN20040310.001-7-1,ZBN20040310.001,7,HITInput,"Nowadays , that is not the fact .",But now it is no longer so .,"nowadays , that be not the fact .",but now it be no longer so .,0.8571428571428572,0,7-7,,,,,,,
urd-WL-80-174265-7496743-11-1,urd-WL-80-174265-7496743,11,HITInput,Started from book 26 yesterday .,"Yesterday , I got a small chance to recite the Holy Quran and began from the 25th part .",start from book 26 yesterday .,"yesterday , i get a small chance to recite the holy quran and begin from the 25th part .",0.8571428571428572,13,4-0 5-18 0-13 1-14,,,,,,,
chtb_324-12-9,chtb_324,12,HITInput,"In his opinion , many new athletes from our country took part in this contest .",He thought that quite a number of China 's contestants in this championship are new players .,"in his opinion , many new athlete from our country take part in this contest .",he think that quite a number of china 's contestant in this championship be new player .,0.8571428571428572,1,12-10 5-14 4-5 14-9 13-11 15-16 6-15,,,,,,,
VOM19981122_0900_1102-5-27,VOM19981122_0900_1102,5,HITInput,No one knows where they are now .,The whereabouts of either of them is unknown .,no one know where they be now .,the whereabouts of either of them be unknown .,0.8571428571428572,1,7-8,,,,,,,
ZBN19981226_0005-15-35,ZBN19981226_0005,15,HITInput,Even a townhouse of minimum area has space to park two cars .,The smallest sized traditional style houses can park 2 cars .,even a townhouse of minimum area have space to park two car .,the small sized traditional style house can park 2 car .,0.8571428571428572,2,10-8 11-9 12-10 9-7,,,,,,,
groups.google.com_kholoudalrouh_c53489b6b668d438_ARB_20060217_083000-109-3,groups.google.com_kholoudalrouh_c53489b6b668d438_ARB_20060217_083000,109,HITInput,But quickly the head returned to its owner ..,Soon the head was back on the body..,but quickly the head return to it owner ..,soon the head be back on the body..,0.8571428571428572,1,2-1 4-4 9-9 1-0 3-2 8-8,,,,,,,
cmn-WL-8-89585-7834330-19-2,cmn-WL-8-89585-7834330,19,HITInput,"Apart from making me dizzy like from radiation , those little circles I see everywhere have no other function at all .",The eye-full of circles makes you nothing else but dizzy .,"apart from make me dizzy like from radiation , those little circle i see everywhere have no other function at all .",the eye-full of circle make you nothing else but dizzy .,0.8571428571428572,11,4-9 11-3 2-4 21-10,,,,,,,
cmn-WL-8-89600-7821328-14-2,cmn-WL-8-89600-7821328,14,HITInput,Everyone in the village poured abuse on the Wests .,"One after another , virtually all villagers spit on the members of the Xi family .",everyone in the village pour abuse on the west .,"one after another , virtually all villager spit on the member of the xi family .",0.8571428571428572,6,9-15 3-6 7-9 6-8,,,,,,,
ZBN20040310.001-7-3,ZBN20040310.001,7,HITInput,"However , this is not true today .",But now it is no longer so .,"however , this be not true today .",but now it be no longer so .,0.8571428571428572,0,7-7,,,,,,,
chtb_222-11-22,chtb_222,11,HITInput,Many sectors in the society also extended their helping hands .,People from all walks of life also lend a hand to him .,many sector in the society also extend their help hand .,people from all walk of life also lend a hand to him .,0.8571428571428572,2,10-12 9-9 5-6,,,,,,,
urd-NG-102-174502-11516154-post33-1-4,urd-NG-102-174502-11516154-post33,1,HITInput,Capabilities exist in abundance in this piece of land .,There is plenty of talent here .,capability exist in abundance in this piece of land .,there be plenty of talent here .,0.8571428571428572,3,3-2 9-6,,,,,,,
cmn-WL-8-89585-7834330-30-4,cmn-WL-8-89585-7834330,30,HITInput,The food in South Korea is excellent !,Korean food and drinks are very good .,the food in south korea be excellent !,korean food and drink be very good .,0.8571428571428572,0,1-1 6-6 4-0 7-7 5-4,,,,,,,
chtb_232-5-6,chtb_232,5,HITInput,Many of the fossils are in broken pieces due to long-time exposure on the ground .,"Exposed out of the earth 's surface for a long time , some of them were broken .",many of the fossil be in broken piece due to long-time exposure on the ground .,"expose out of the earth 's surface for a long time , some of them be break .",0.8571428571428572,2,2-3 10-10 6-16 1-2 10-9 11-0 15-17 14-4,,,,,,,
VOM19981122_0900_1102-5-2,VOM19981122_0900_1102,5,HITInput,"So far , their whereabouts are unknown .",No one knows where they are now .,"so far , their whereabouts be unknown .",no one know where they be now .,0.8571428571428572,0,7-7,,,,,,,
artb_045-6-27,artb_045,6,HITInput,Anghan is distinguished by the delicacy of her tones and her vocal rhythm .,Angham is blessed with a fine voice of great range .,anghan be distinguish by the delicacy of her tone and her vocal rhythm .,angham be bless with a fine voice of great range .,0.8571428571428572,3,11-6 13-10,,,,,,,
urd-WL-11-174259-7756698-24-3,urd-WL-11-174259-7756698,24,HITInput,Yasuo Fukuda would form the government .,Mi N Shu Tu shall lead the country .,yasuo fukuda would form the government .,mi n shu tu shall lead the country .,0.8571428571428572,2,6-8,,,,,,,
groups.google.com_fwcc_f363bceb6bd8a406_CMN_20060215_082900-50-1,groups.google.com_fwcc_f363bceb6bd8a406_CMN_20060215_082900,50,HITInput,Compassion lies in the heart of every human being .,Everybody has a compassionate heart .,compassion lie in the heart of every human be .,everybody have a compassionate heart .,0.8571428571428572,4,4-4 9-5 0-3,,,,,,,
ALH20040227.001-2-3,ALH20040227.001,2,HITInput,His suffering is more than can be tolerated .,His suffering exceeds the ability to endure .,his suffering be more than can be tolerate .,his suffer exceed the ability to endure .,0.8571428571428572,1,1-1 8-7 0-0 7-6,,,,,,,
urd-WL-86-174276-11370234-post1-9-1,urd-WL-86-174276-11370234-post1,9,HITInput,Tell us what you think about this .,Please post your opinion on this issue .,tell u what you think about this .,please post your opinion on this issue .,0.8571428571428572,0,7-7,,,,,,,
cmn-NG-31-117651-7396532-7-5,cmn-NG-31-117651-7396532,7,HITInput,"Would n't it be ... well , there is no way to explain .","Is n't that .. .. sigh , what can I say !","would n't it be ... well , there be no way to explain .","be n't that .. .. sigh , what can i say !",0.8571428571428572,2,13-13 12-12,,,,,,,
groups.google.com_fwcc_f363bceb6bd8a406_CMN_20060215_082900-50-0,groups.google.com_fwcc_f363bceb6bd8a406_CMN_20060215_082900,50,HITInput,Compassion lies in the heart of every human being .,Everyone has a sympathetic heart .,compassion lie in the heart of every human be .,everyone have a sympathetic heart .,0.8571428571428572,4,4-4 9-5,,,,,,,
urd-NG-102-174502-11516120-post214-5-3,urd-NG-102-174502-11516120-post214,5,HITInput,They beat us and we are n't even allowed to cry .,The powerful man beats and then does not let the victim weep .,they beat u and we be n't even allow to cry .,the powerful man beat and then do not let the victim weep .,0.8571428571428572,1,10-11 11-12 1-3 3-4 5-6 8-8 6-7,,,,,,,
chtb_168-8-29,chtb_168,8,HITInput,"Entering the 1990s , the bilateral co-operation has been going deeper .","In the 90 's , cooperation on both sides became more intensified .","enter the 1990s , the bilateral co-operation have be go deeper .","in the 90 's , cooperation on both side become more intensified .",0.8571428571428572,1,2-2 1-1 6-5 0-9 11-12,,,,,,,
ZBN19981216_0054-11-41,ZBN19981216_0054,11,HITInput,The statement gives no further details .,The announcement did not contain any more information .,the statement give no further detail .,the announcement do not contain any more information .,0.8571428571428572,2,5-7 0-0 4-6 2-4 1-1 6-8,,,,,,,
ZBN20020319.0002-10-4,ZBN20020319.0002,10,HITInput,U.S. officials warned that the PUK has an interest in making this case because it could help justify an American incursion to topple Saddam .,The US official warned that Kurd Patriotic Alliances might use the report to prove that the plan to overthrow Sadam Husein 's authority of the US is reasonable .,u.s. official warn that the puk have an interest in make this case because it could help justify an american incursion to topple saddam .,the u official warn that kurd patriotic alliance might use the report to prove that the plan to overthrow sadam husein 's authority of the u be reasonable .,0.8536585365853658,4,2-3 1-2 24-28 0-1 22-18 23-19 3-4 19-25 4-15 21-17,,,,,,,
XIN_CMN_20060216.0088-6-4,XIN_CMN_20060216.0088,6,HITInput,Honesty and self-discipline should clearly come up as requirements when talking with newly promoted cadres in their appointment meetings .,"As to carrying out discussions on appointed positions with newly elevated cadres , the ministry must put forward clear demands as to aspects of integrity and self discipline .",honesty and self-discipline should clearly come up a requirement when talk with newly promote cadre in their appointment meeting .,"a to carry out discussion on appoint position with newly elevate cadre , the ministry must put forward clear demand a to aspect of integrity and self discipline .",0.8536585365853658,9,17-6 10-4 8-19 1-25 0-24 4-18 12-9 2-27 2-26 19-28 11-8 14-11,,,,,,,
cmn-WL-8-89668-7835877-5-5,cmn-WL-8-89668-7835877,5,HITInput,"I believe that at Engadget , which targets matured readers , as compared to LAN games , everyone must be more interested in showgirls .","I believe , among the addictive high technologies for mature readers and users , `` showgirl '' has greater attractive power than internet surfing .","i believe that at engadget , which target matured reader , a compare to lan game , everyone must be more interested in showgirl .","i believe , among the addictive high technology for mature reader and user , `` showgirl '' have great attractive power than internet surfing .",0.8536585365853658,0,0-0 24-24 1-1 23-15 9-10 8-9,,,,,,,
ZBN19981123_0102-10-8,ZBN19981123_0102,10,HITInput,Cambodia 's failure to join ASEAN was due to the overthrow of Prince Ranariddh by Hun Sen .,"At that time , Cambodia wanted to join , but failed to join because Han Shun used force to take over King Nanalee 's government .",cambodia 's failure to join asean be due to the overthrow of prince ranariddh by hun sen .,"at that time , cambodia want to join , but fail to join because han shun use force to take over king nanalee 's government .",0.8529411764705882,8,0-4 3-6 17-25 2-10 4-7,,,,,,,
urd-WL-77-174260-11358605-post14-4-4,urd-WL-77-174260-11358605-post14,4,HITInput,If Israeli attacks cease for the time being then it will recommence following some other another incident .,"Even if Israel stops its assault for now , it would merely require a single incident to restart it all over again .",if israeli attack cease for the time be then it will recommence follow some other another incident .,"even if israel stop it assault for now , it would merely require a single incident to restart it all over again .",0.8529411764705882,5,17-22 0-1 2-5 1-2 3-3 16-15,,,,,,,
ZBN19981026_0045-5-15,ZBN19981026_0045,5,HITInput,"In the sound of the implosions that used 1,215 kilograms of plastic explosives , the building was finally reduced to 306 million kilograms of rubble .","In the explosion of the 1215-kilogram moulding dynamite , it eventually turned into a pile of 0.36 billion-kilogram debris .","in the sound of the implosion that use 1,215 kilogram of plastic explosive , the building be finally reduce to 306 million kilogram of rubble .","in the explosion of the 1215-kilogram moulding dynamite , it eventually turn into a pile of 0.36 billion-kilogram debris .",0.8529411764705882,6,17-10 4-4 1-1 9-5 25-19 3-3 24-18 23-15 0-0 9-17 12-2,,,,,,,
XIN20050120.0202-5-2,XIN20050120.0202,5,HITInput,"Meanwhile , unified standards of military training would be drawn up and relevant material and technology reserves would be set up .","At the same time , it will also develop consistent criteria for training soldiers and create related material and technical reserves .","meanwhile , unified standard of military training would be draw up and relevant material and technology reserve would be set up .","at the same time , it will also develop consistent criterion for train soldier and create relate material and technical reserve .",0.8529411764705882,0,6-12 16-20 5-13 13-17 12-16 3-10 14-18 15-19 21-21,,,,,,,
urd-WL-77-174260-11358605-post14-4-4,urd-WL-77-174260-11358605-post14,4,HITInput,If Israeli attacks cease for the time being then it will recommence following some other another incident .,"Even if Israel stops its assault for now , it would merely require a single incident to restart it all over again .",if israeli attack cease for the time be then it will recommence follow some other another incident .,"even if israel stop it assault for now , it would merely require a single incident to restart it all over again .",0.8529411764705882,5,17-22 0-1 2-5 1-2 3-3 16-15,,,,,,,
XIN20030601.001-4-1,XIN20030601.001,4,HITInput,We need to have a comprehensive and in depth study on this topic and make concerted efforts to resolve the issue .,We should carry out an all-round and profound discussion of this theme and work as one to settle this problem .,we need to have a comprehensive and in depth study on this topic and make concerted effort to resolve the issue .,we should carry out an all-round and profound discussion of this theme and work as one to settle this problem .,0.8529411764705882,1,5-5 11-10 4-4 12-11 18-17 6-6 16-13 13-12 20-19 21-20 14-2 17-16,,,,,,,
groups.google.com_brandvista_4a454bf36d4bd92a_CMN_20060210_062400-16-0,groups.google.com_brandvista_4a454bf36d4bd92a_CMN_20060210_062400,16,HITInput,"Therefore , the creative media sector and the similar consulting sector serving small and medium-sized businesses are unable to grow into large scale .","So , intellectual trades , similar services , and consultation of small and medium-size enterprises can not form sizable ones .","therefore , the creative medium sector and the similar consulting sector serve small and medium-sized business be unable to grow into large scale .","so , intellectual trade , similar service , and consultation of small and medium-size enterprise can not form sizable one .",0.8529411764705882,3,12-11 9-9 23-20 11-6 15-14 8-5 10-3 14-13 13-12,,,,,,,
ZBN19981011_0106-10-35,ZBN19981011_0106,10,HITInput,"For this reason , the Youth League is calling on the Malaysian people to wholeheartedly resist foreign attempts to sabotage state tranquility .","Therefore , the NFYL calls upon the nation to protect the national peace and security from the damage of foreigners .","for this reason , the youth league be call on the malaysian people to wholeheartedly resist foreign attempt to sabotage state tranquility .","therefore , the nfyl call upon the nation to protect the national peace and security from the damage of foreigner .",0.8529411764705882,2,4-2 22-20 19-17 3-1 20-11 16-19 8-4 12-7 13-8 10-6,,,,,,,
urd-WL-72-174253-7786794-25-5,urd-WL-72-174253-7786794,25,HITInput,People ca n't be good humans when they use it . Having these bad habits may numb people from doing healthy actions .,A man who develops these bad habits deprives himself of being able to carry out noble works .,people ca n't be good human when they use it . have these bad habit may numb people from do healthy action .,a man who develop these bad habit deprive himself of be able to carry out noble work .,0.8529411764705882,5,5-1 13-5 21-16 22-17 12-4 14-6,,,,,,,
cmn-WL-8-89586-7839847-27-4,cmn-WL-8-89586-7839847,27,HITInput,"Words failed ourselves all the time . We were like two plants that despite having life , could not converse .","We often faced each other silently , as two trees would . Though living , they can not talk to each other .","word fail ourselves all the time . we be like two plant that despite have life , could not converse .","we often face each other silently , a two tree would . though living , they can not talk to each other .",0.8529411764705882,2,10-8 20-22 15-13 16-14 13-12,,,,,,,
XIN20040102.0005-6-4,XIN20040102.0005,6,HITInput,"More than 1,000 policemen and a large number of plainclothesmen kept close eyes on suspects among the crowd .","More than 1,000 police officers , many in plain clothes , mixed themselves in crowds to watch for any suspicious persons .","more than 1,000 policeman and a large number of plainclothesman keep close eye on suspect among the crowd .","more than 1,000 police officer , many in plain clothes , mixed themselves in crowd to watch for any suspicious person .",0.8529411764705882,3,2-2 0-0 17-14 1-1 3-4 18-21 14-19 6-6,,,,,,,
ZBN19981216_0054-9-43,ZBN19981216_0054,9,HITInput,"Out of people 's imagination , the two men became relatives by marriage during their imprisonment .",It was expected that these two men became in-laws while they were in jail .,"out of people 's imagination , the two men become relative by marriage during their imprisonment .",it be expect that these two men become in-laws while they be in jail .,0.8518518518518519,2,9-7 7-5 15-13 16-14 13-12 8-6,,,,,,,
chtb_168-11-14,chtb_168,11,HITInput,It is hoped that this cooperative relationship will continue to grow and yield great successes .,"It 's expected that the cooperation would advance gradually , and reap rich fruits .",it be hop that this cooperative relationship will continue to grow and yield great success .,"it 's expect that the cooperation would advance gradually , and reap rich fruit .",0.8518518518518519,1,5-5 2-2 1-1 15-14 3-3,,,,,,,
PD20040302.001-4-1,PD20040302.001,4,HITInput,"Just like last year , the report has not said one word on that .",As in the past years the report is sparing of ink and makes no mention of it .,"just like last year , the report have not say one word on that .",a in the past year the report be spar of ink and make no mention of it .,0.8518518518518519,3,5-5 2-3 3-4 6-6 14-17 9-12,,,,,,,
urd-WL-12-174278-7594552-9-1,urd-WL-12-174278-7594552,9,HITInput,"Medina 8 : In case of urination problems , the eating of black seed helps .","Madiana 8 : If your urine flow is stopped , use klongi to re-start it .","medina 8 : in case of urination problem , the eating of black seed help .","madiana 8 : if your urine flow be stop , use klongi to re-start it .",0.8518518518518519,0,1-1 2-2 6-5 15-15,,,,,,,
BBC_URD_20090112.0010-6-2,BBC_URD_20090112.0010,6,HITInput,There is hope for talks between the two countries about cooperation in dealing with extremism .,"Apart from the issue of extremism , the promotion of bilateral trade is likely to be discussed .",there be hope for talk between the two country about cooperation in deal with extremism .,"apart from the issue of extremism , the promotion of bilateral trade be likely to be discuss .",0.8518518518518519,2,14-5 4-16 15-17,,,,,,,
urd-WL-70-166999-7483775-26-5,urd-WL-70-166999-7483775,26,HITInput,His reply was that we had to be stripped to get information on our fortunes .,He asked me to take off all of my clothes so that I would be nude .,his reply be that we have to be strip to get information on our fortune .,he ask me to take off all of my clothes so that i would be nude .,0.8518518518518519,1,9-3 10-4 15-16,,,,,,,
