pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
news-C:33,news-C:33,,test,"this integrates with Rational PurifyPlus and allows developers to work in supported versions of Java , Visual C# and Visual Basic .NET .","IBM said the Rational products were also integrated with Rational PurifyPlus , which allows developers to work in Java , Visual C# and VisualBasic .NET .","this integrate with rational purifyplus and allow developer to work in supported version of java , visual c # and visual basic .net .","ibm say the rational product be also integrate with rational purifyplus , which allow developer to work in java , visual c # and visualbasic .net .",0.43333333333333335,24-27 14-18 15-19 16-20 17-21 18-22 19-23 6-13 7-14 8-15 9-16 10-17 1-7 2-8 3-9 4-10 22-25 23-26 ,{},{},{},2-8 3-9 4-10 6-13 7-14 8-15 9-16 10-17 14-18 15-19 16-20 17-21 18-22 19-23 20-23 21-24 22-25 ,0-3 0-4 1-7 ,{},{}
news-C:109,news-C:109,,test,French Foreign Minister Dominique de Villepin was scheduled to arrive Sharm el-sheikh on Wednesday .,"the French foreign minister , Dominique de Villepin , is also expected to attend .",french foreign minister dominique de villepin be schedule to arrive sharm el-sheikh on wednesday .,"the french foreign minister , dominique de villepin , be also expect to attend .",0.55,14-14 0-1 1-2 2-3 3-5 4-6 5-7 7-11 6-9 8-12 ,{},{},{},0-1 1-2 2-3 3-5 4-6 5-7 7-11 8-12 14-14 ,6-9 9-13 ,{},{}
news-C:1379,news-C:1379,,test,former chief financial officer Franklyn M. Bergonzi pleaded guilty to one count of conspiracy on June 5 and agreed to cooperate with prosecutors .,"last week , former chief financial officer Franklyn Bergonzi pleaded guilty to one count of conspiracy and agreed to cooperate with the government 's investigation .",former chief financial officer franklyn m. bergonzi plead guilty to one count of conspiracy on june 5 and agree to cooperate with prosecutor .,"last week , former chief financial officer franklyn bergonzi plead guilty to one count of conspiracy and agree to cooperate with the government 's investigation .",0.4,23-25 6-8 7-9 8-10 9-11 10-12 11-13 12-14 13-15 0-3 1-4 2-5 3-6 4-7 17-16 18-17 19-18 20-19 21-20 5-8 ,{},{},{},0-3 1-4 2-5 3-6 4-7 4-8 5-7 5-8 6-7 6-8 7-9 8-10 9-11 10-12 11-13 12-14 13-15 17-16 18-17 19-18 20-19 21-20 22-22 22-23 22-24 23-25 ,15-0 15-1 16-0 16-1 ,{},{}
news-C:2702,news-C:2702,,test,"the rioters shot one person in the shoulder and beat and stabbed others , police said .",on Tuesday night rioters shot one person in the shoulder and beat or stabbed others .,"the rioter shoot one person in the shoulder and beat and stab others , police say .",on tuesday night rioter shoot one person in the shoulder and beat or stab others .,0.368421052631579,16-15 1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 11-13 12-14 ,{},{},{},1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-12 11-13 12-14 16-15 ,{},{},{}
news-C:579,news-C:579,,test,experts said the case marks one of the first times in which a parent was charged with contributing to a child 's suicide .,legal experts say the case may mark the first time a parent has been convicted of contributing to a child 's suicide .,expert say the case mark one of the first time in which a parent be charge with contribute to a child 's suicide .,legal expert say the case may mark the first time a parent have be convict of contribute to a child 's suicide .,0.34615384615384615,23-22 17-16 18-17 19-18 20-19 21-20 22-21 0-1 1-2 2-3 3-4 7-7 8-8 9-9 12-10 13-11 4-6 ,{},{},{},0-0 0-1 2-3 3-4 7-7 8-8 9-9 12-10 13-11 17-16 18-17 19-18 20-19 21-20 22-21 23-22 ,1-2 4-5 4-6 14-12 14-13 14-14 14-15 15-12 15-13 15-14 15-15 16-12 16-13 16-14 16-15 ,{},{}
news-C:1471,news-C:1471,,test,but Mr Robinson urged the voters to be '' kind and sensitive and gentle '' to the believers who '' will not understand what you 've done here today '' .,but he urged the delegates who elected him to be '' kind and sensitive and gentle '' to believers who '' will not understand what you 've done here today '' .,but mr robinson urge the voter to be '' kind and sensitive and gentle '' to the believer who '' will not understand what you 've do here today '' .,but he urge the delegate who elect him to be '' kind and sensitive and gentle '' to believer who '' will not understand what you 've do here today '' .,0.24137931034482762,30-31 17-18 18-19 19-20 20-21 21-22 22-23 23-24 24-25 25-26 26-27 27-28 28-29 29-30 6-8 7-9 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 3-2 4-3 0-0 ,{},{},{},0-0 3-2 4-3 6-8 7-9 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 17-18 18-19 19-20 20-21 21-22 22-23 23-24 24-25 25-26 26-27 27-28 28-29 29-30 30-31 ,1-1 2-1 5-4 5-5 5-6 5-7 ,{},{}
news-C:1290,news-C:1290,,test,an attempt last month in the Senate to keep the fund open for another year fell flat .,an attempt to keep the fund open for another year fell flat in the Senate last month .,an attempt last month in the senate to keep the fund open for another year fell flat .,an attempt to keep the fund open for another year fell flat in the senate last month .,0.0,17-17 7-2 8-3 9-4 10-5 11-6 12-7 13-8 14-9 15-10 16-11 4-12 5-13 6-14 0-0 1-1 2-15 3-16 ,{},{},{},0-0 1-1 2-15 3-16 4-12 5-13 6-14 7-2 8-3 9-4 10-5 11-6 12-7 13-8 14-9 15-10 16-11 17-17 ,{},{},{}
news-C:1675,news-C:1675,,test,he said they should '' not really be patrolling or be around those areas when they ... are conducting their prayers '' .,he said they should '' not really be patrolling or be around those areas when they are in their time of when they 're conducting their prayers '' .,he say they should '' not really be patrol or be around those area when they ... be conduct their prayer '' .,he say they should '' not really be patrol or be around those area when they be in their time of when they 're conduct their prayer '' .,0.21739130434782605,22-28 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 18-24 19-25 20-26 21-27 17-23 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-21 15-22 17-23 18-24 19-25 20-26 21-27 22-28 ,{},{},{}
chtb_324-10-41,sent,10,real,they do much more training indoor at home .,most of the time they practice indoors in china .,they do much more training indoor at home .,most of the time they practice indoors in china .,0.8823529411764706,8-9 5-6 ,{},{},{},{},{},{},{}
news-C:1484,news-C:1484,,test,"this is a process and there will be other opportunities for people to participate in the rebuilding of Iraq '' , he told reporters .",this is a process and there will be other opportunities for people to participate in the rebuilding of Iraq '' .,"this be a process and there will be other opportunity for people to participate in the rebuilding of iraq '' , he tell reporter .",this be a process and there will be other opportunity for people to participate in the rebuilding of iraq '' .,0.16666666666666663,24-20 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 24-20 ,{},{},{}
news-C:275,news-C:275,,test,"the Infineon case began in August 2000 , when Rambus accused Infineon of patent infringement and Infineon counter-sued Rambus for breach of contract and fraud .","at that time , Rambus accused Infineon of patent infringement and Infineon countersued Rambus for breach of contract and fraud .","the infineon case begin in august 2000 , when rambus accuse infineon of patent infringement and infineon counter-sued rambus for breach of contract and fraud .","at that time , rambus accuse infineon of patent infringement and infineon countersued rambus for breach of contract and fraud .",0.48,25-20 9-4 10-5 11-6 12-7 13-8 14-9 15-10 16-11 18-13 19-14 20-15 21-16 22-17 23-18 24-19 17-12 ,{},{},{},9-4 10-5 11-6 12-7 13-8 14-9 15-10 16-11 17-12 18-13 19-14 20-15 21-16 22-17 23-18 24-19 25-20 ,8-0 8-1 8-2 ,{},{}
news-C:1152,news-C:1152,,test,"his 1996 Chevrolet Tahoe was found abandoned June 25 in a Virginia Beach , Va. , parking lot .","his sport utility vehicle was found June 25 , abandoned without its license plates in Virginia Beach , Va.","his 1996 chevrolet tahoe be find abandon june 25 in a virginia beach , va. , park lot .","his sport utility vehicle be find june 25 , abandon without it license plate in virginia beach , va .",0.5769230769230769,18-19 11-15 12-16 13-17 4-4 5-5 7-6 8-7 6-9 14-18 ,{},{},{},0-0 4-4 5-5 6-9 7-6 8-7 9-14 11-15 12-16 13-17 14-18 ,2-1 2-2 2-3 3-1 3-2 3-3 ,{},{}
news-C:2472,news-C:2472,,test,"these plans would offer preventive health coverage as well as protection against catastrophic health-care expenses , neither of which is currently available under the government-run program .","the latter would offer preventive health coverage as well as protection against unexpected healthcare expenses , neither of which is currently available under Medicare .","these plan would offer preventive health coverage as well a protection against catastrophic health-care expense , neither of which be currently available under the government-run program .","the latter would offer preventive health coverage as well a protection against unexpected healthcare expense , neither of which be currently available under medicare .",0.32258064516129037,26-24 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 13-13 ,{},{},{},0-0 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 24-23 25-23 26-24 ,1-1 12-12 ,{},{}
news-C:351,news-C:351,,test,the exam contains four sections and tests a students knowledge of algebra and geometry as well as probability and statistics .,"the test , in four sections , includes algebra and geometry , along with some questions on probability and statistics .",the exam contain four section and test a student knowledge of algebra and geometry as well a probability and statistic .,"the test , in four section , include algebra and geometry , along with some question on probability and statistic .",0.6153846153846154,20-20 17-17 18-18 19-19 11-8 12-9 13-10 3-4 4-5 2-7 1-1 0-0 ,{},{},{},0-0 1-1 2-7 3-4 4-5 11-8 12-9 13-10 14-12 14-13 15-12 15-13 16-12 16-13 17-17 18-18 19-19 20-20 ,{},{},{}
news-C:1139,news-C:1139,,test,Mr. Stevens has also told his officers that information from British intelligence indicates there are more al Qaeda agents in Britain than previously thought .,Sir John has also told his officers that information from British intelligence indicates there are more al-Qa`eda agents in Britain than previously thought .,mr. stevens have also tell his officer that information from british intelligence indicates there be more al qaeda agent in britain than previously think .,sir john have also tell his officer that information from british intelligence indicates there be more al-qa`eda agent in britain than previously think .,0.25,24-25 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 18-19 19-20 20-21 21-22 22-23 23-24 0-0 17-16 ,{},{},{},2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-16 18-17 19-18 20-19 21-20 22-21 23-22 24-23 ,0-0 0-1 1-0 1-1 ,{},{}
news-C:765,news-C:765,,test,"the ambassador said it was up to the Americans to press the Iraqis to make the invitation , which he said the United States appears unwilling to do .",the ambassador said it was up to the Americans to press the Iraqi council to make the invitation - a move he said the United States appears unwilling to make .,"the ambassador say it be up to the american to press the iraqi to make the invitation , which he say the united state appear unwilling to do .",the ambassador say it be up to the american to press the iraqi council to make the invitation - a move he say the united state appear unwilling to make .,0.28,28-30 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 19-21 20-22 21-23 22-24 23-25 24-26 25-27 26-28 13-14 14-15 15-16 16-17 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 13-14 14-15 15-16 16-17 17-18 19-21 20-22 21-23 22-24 23-25 24-26 25-27 26-28 27-29 28-30 ,12-12 12-13 18-19 18-20 ,{},{}
news-C:2766,news-C:2766,,test,"Graves reported from Albuquerque , Villafranca from Austin and Ratcliffe from Laredo .",Pete Slover reported from Laredo and Gromer Jeffers from Albuquerque .,"graf report from albuquerque , villafranca from austin and ratcliffe from laredo .",pete slover report from laredo and gromer jeffers from albuquerque .,0.6,12-10 1-2 2-3 11-4 3-9 10-8 ,{},{},{},1-2 2-8 3-9 10-3 11-4 12-10 ,{},{},{}
news-C:3799,news-C:3799,,test,"Lee , 33 , told the newspaper that the girl had dragged the food , toys and other things into her mother 's bedroom , where he found her .","Lee , 33 , said the girl had dragged the food , toys and other things into her mother 's bedroom .","lee , 33 , tell the newspaper that the girl have drag the food , toy and other thing into her mother 's bedroom , where he find her .","lee , 33 , say the girl have drag the food , toy and other thing into her mother 's bedroom .",0.28,29-21 8-5 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 21-18 22-19 23-20 0-0 1-1 2-2 3-3 4-4 ,{},{},{},0-0 1-1 2-2 3-3 4-4 8-5 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 21-18 22-19 23-20 29-21 ,{},{},{}
news-C:3728,news-C:3728,,test,I loved the Brazilian music I played .,"'' I 've played Brazilian music , but I 'm not Brazilian .",i love the brazilian music i play .,"'' i 've play brazilian music , but i 'm not brazilian .",0.6153846153846154,7-12 3-4 4-5 6-3 ,{},{},{},3-4 4-5 5-1 7-12 ,6-2 6-3 ,{},{}
news-C:3971,news-C:3971,,test,"Think Dynamics , which is based in Toronto , will become part of IBM 's Software Group .","the 36 employees at Think Dynamics will remain in Toronto and become IBM employees , Crowe said .","think dynamic , which be base in toronto , will become part of ibm 's software group .","the 36 employee at think dynamic will remain in toronto and become ibm employee , crowe say .",0.64,17-17 0-4 1-5 6-8 7-9 10-11 13-12 ,{},{},{},0-4 1-5 6-8 7-9 10-11 13-12 16-15 17-17 ,11-13 12-13 ,{},{}
news-C:3261,news-C:3261,,test,"the National Transportation Safety Board has subpoenaed Gansas , arguing his immediate testimony remains critical to its investigation .","the National Transportation Safety Board had subpoenaed him , but he initially ignored the order .","the national transportation safety board have subpoena gansas , argue his immediate testimony remain critical to it investigation .","the national transportation safety board have subpoena him , but he initially ignore the order .",0.64,18-15 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ,{},{},{},0-0 1-1 2-2 3-3 4-4 8-8 18-15 ,5-5 5-6 6-5 6-6 7-7 10-10 ,{},{}
news-C:3747,news-C:3747,,test,the agreement between architect Daniel Libeskind and representatives of developer Larry Silverstein gives architect David Childs the lead role in developing the '' Freedom Tower '' .,"the collaboration gives architect David Childs , who has done extensive work with Silverstein , the lead role in developing the tower , which is to be the world 's tallest .",the agreement between architect daniel libeskind and representative of developer larry silverstein give architect david childs the lead role in develop the '' freedom tower '' .,"the collaboration give architect david child , who have do extensive work with silverstein , the lead role in develop the tower , which be to be the world 's tallest .",0.7105263157894737,26-31 16-15 17-16 18-17 19-18 20-19 21-20 12-2 13-3 14-4 24-21 15-5 11-13 ,{},{},{},0-0 10-13 11-13 12-2 13-3 14-4 15-5 16-15 17-16 18-17 19-18 20-19 21-20 23-21 24-21 26-31 ,1-1 ,{},{}
news-C:3015,news-C:3015,,test,"during the same quarter last year , EDS declared a profit of $ 354 million , or 72 cents per share .","EDS reported a first-quarter loss of $ 126 million , or 26 cents per share .","during the same quarter last year , ed declare a profit of $ 354 million , or 72 cent per share .","ed report a first-quarter loss of $ 126 million , or 26 cent per share .",0.5769230769230769,21-15 18-12 19-13 20-14 14-8 15-9 16-10 11-5 12-6 7-0 8-1 3-3 9-2 ,{},{},{},7-0 8-1 9-2 11-5 12-6 14-8 15-9 16-10 18-12 19-13 20-14 21-15 ,2-3 3-3 13-7 17-11 ,{},{}
news-C:4065,news-C:4065,,test,Mr McDevitt has been granted control of three crucial aspects of policing in the Solomons .,Mr McDevitt has been granted control of three aspects of policing by Commissioner William Morrell .,mr mcdevitt have be grant control of three crucial aspect of police in the solomon .,mr mcdevitt have be grant control of three aspect of policing by commissioner william morrell .,0.5,15-15 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 9-8 10-9 11-10 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 9-8 10-9 11-10 15-15 ,{},{},{}
news-C:3629,news-C:3629,,test,police said her two small children were alone in the apartment for up to two days .,police said her two small children were alone there for up to two days as she lay dead .,police say her two small child be alone in the apartment for up to two day .,police say her two small child be alone there for up to two day a she lay dead .,0.38095238095238093,16-18 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 11-9 12-10 13-11 14-12 15-13 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 11-9 12-10 13-11 14-12 15-13 16-18 ,{},{},{}
news-C:2886,news-C:2886,,test,"likewise , the 30-year bond US30YT=RR slid 23/32 for a yield of 4.34 percent , up from 4.30 percent .","the 30-year bond US30YT=RR lost 16/32 , taking its yield to 4.20 percent from 4.18 percent .","likewise , the 30-year bond us30yt=rr slide 23/32 for a yield of 4.34 percent , up from 4.30 percent .","the 30-year bond us30yt=rr lose 16/32 , take it yield to 4.20 percent from 4.18 percent .",0.64,21-18 2-0 3-1 4-2 5-3 6-4 7-5 20-17 12-11 15-14 18-15 ,{},{},{},2-0 3-1 4-2 5-3 6-4 9-8 10-9 11-10 13-12 16-13 18-15 19-16 ,7-5 12-11 17-14 ,{},{}
news-C:4011,news-C:4011,,test,three Federal Reserve speakers and the Fed 's anecdotal summary of U.S. economic conditions could help firm expectations .,"at 1800 GMT , the Federal Reserve issues its beige book summary of U.S. economic conditions .",three federal reserve speaker and the fed 's anecdotal summary of u.s. economic condition could help firm expectation .,"at 1800 gmt , the federal reserve issue it beige book summary of u.s. economic condition .",0.6666666666666667,18-16 9-11 10-12 11-13 12-14 13-15 1-5 2-6 ,{},{},{},1-5 2-6 9-11 10-12 11-13 12-14 13-15 18-16 ,8-9 8-10 ,{},{}
news-C:4045,news-C:4045,,test,"in Hong Kong , 24 patients were quarantined Wednesday after seven public hospital workers developed flu-like symptoms .",this after seven health care workers at a public hospital fell ill with flu-like symptoms .,"in hong kong , 24 patient be quarantine wednesday after seven public hospital worker develop flu-like symptom .",this after seven health care worker at a public hospital fell ill with flu-like symptom .,0.6923076923076923,17-15 15-13 16-14 9-1 10-2 11-8 12-9 13-5 5-11 ,{},{},{},9-1 10-2 11-8 12-9 13-5 14-10 14-11 14-12 15-13 16-14 17-15 ,{},{},{}
